"STATISTIC","Statistic Label","TLIST(M1)","Month","C03788V04538","County","UNIT","VALUE"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","28.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","18.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","29.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202306","2023 June","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","IE0","Ireland","Weeks","27.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","20.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","31.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","26.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","34.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","21.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","39"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","42"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","32"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202307","2023 July","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","27.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","IE0","Ireland","Weeks","30.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","23.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","37"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","36.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","24.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","40.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","44"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","28.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","33"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","31"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","36.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","38"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","25.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202308","2023 August","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","29.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","IE0","Ireland","Weeks","28.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","31.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","33"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","38.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","25.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","36"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","41.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","20.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","32"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","34"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","19.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","42"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","24.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202309","2023 September","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","26.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","IE0","Ireland","Weeks","24.9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","29.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","30.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","25.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","37"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","38.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","21.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","31.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202310","2023 October","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","23.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","IE0","Ireland","Weeks","24.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","16.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","29.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","29.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","31.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","23.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","38"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","35"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","22.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","30.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202311","2023 November","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","22"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","IE0","Ireland","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","17.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","28.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","24.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","30"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","33"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","28"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","29"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","22.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","21.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202312","2023 December","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","IE0","Ireland","Weeks","19.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","20.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","10.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","26"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","20.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","27"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","27.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","25"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","14.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202401","2024 January","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","21"
