"STATISTIC","Statistic Label","TLIST(M1)","Month","C03788V04538","County","UNIT","VALUE"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","5.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","8.1"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","6.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","6.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","4.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","5.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","5.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","4.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202204","2022 April","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","IE0","Ireland","Weeks","6.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","5.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","6.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","10.1"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","8.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","3.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","8.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202205","2022 May","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","4.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","IE0","Ireland","Weeks","8.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","5.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","6.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","8.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","12.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","9.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","6.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","6.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","8.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","9.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","6.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202206","2022 June","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","IE0","Ireland","Weeks","9.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","7.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","11.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","14.4"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","9.2"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","5.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","8.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","7.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","12.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","4.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","8.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202207","2022 July","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","6.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","IE0","Ireland","Weeks","13.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","11.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","18.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","14.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","23.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","13.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","12.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","12.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","11.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202208","2022 August","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","IE0","Ireland","Weeks","14.6"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","12.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","12.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","18.9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","7.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","9.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","23.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","9"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","14.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","14.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","10"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","12.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202209","2022 September","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","IE0","Ireland","Weeks","16.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","13.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","12.3"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","23"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Weeks","17.7"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Weeks","20"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Weeks","24.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Weeks","18"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Weeks","12"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Weeks","14"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Weeks","11"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Weeks","16"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Weeks","11.8"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Weeks","15.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Weeks","15"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202210","2022 October","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Weeks","17"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","IE0","Ireland","Weeks","18.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Weeks","21"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Weeks","17.5"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Weeks","19"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Weeks","24"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Weeks","13"
"ROA37C01","Estimated Time to Car Test Invite at Month End","202211","2022 November","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Weeks","22.3"
