STATISTIC,Statistic Label,TLIST(M1),Month,C03788V04538,COUNTYNAME,UNIT,WaitingTime
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,3.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,6.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,4.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,5.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,3.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,5.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,4.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,4.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202204,2022 April,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,5.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,IE0,Ireland,Weeks,6.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,5.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,5.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,6.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,10.1
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,8.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,3.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,5.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,8.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,3.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,4.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,3.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202205,2022 May,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,4.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,IE0,Ireland,Weeks,8.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,5.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,6.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,8.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,12.6
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,9.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,6.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,14.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,6.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,8.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,9.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,6.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,6.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,3.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202206,2022 June,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,5.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,IE0,Ireland,Weeks,9.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,5.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,7.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,11.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,14.4
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,9.2
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,5.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,8.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,18.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,7.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,11.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,12.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,4.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,7.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,8.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202207,2022 July,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,6.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,IE0,Ireland,Weeks,13.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,11.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,20.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,18.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,14.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,17.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,23.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,13.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,17.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,16.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,11.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,12.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,12.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,11.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202208,2022 August,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,IE0,Ireland,Weeks,14.6
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,12.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,12.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,21.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,18.9
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,15.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,16.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,7.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,9.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,23.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,14.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,16.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,18.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,14.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,8.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,14.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,14.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,10.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,12.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202209,2022 September,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,17.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,IE0,Ireland,Weeks,16.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,13.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,17.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,19.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,12.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,23.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,17.7
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,20.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,24.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,18.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,21.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,18.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,16.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,11.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,15.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144c-13a3-e055-000000000001,Westmeath,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202210,2022 October,2ae19629-144d-13a3-e055-000000000001,Wexford,Weeks,17.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,IE0,Ireland,Weeks,18.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1450-13a3-e055-000000000001,Clare,Weeks,21.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1451-13a3-e055-000000000001,Cork,Weeks,17.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1448-13a3-e055-000000000001,Cavan,Weeks,19.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-143d-13a3-e055-000000000001,Carlow,Weeks,24.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1452-13a3-e055-000000000001,Donegal,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-144f-13a3-e055-000000000001,Dublin,Weeks,22.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1453-13a3-e055-000000000001,Galway,Weeks,23.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1455-13a3-e055-000000000001,Kildare,Weeks,18.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1456-13a3-e055-000000000001,Kilkenny,Weeks,13.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1454-13a3-e055-000000000001,Kerry,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1441-13a3-e055-000000000001,Longford,Weeks,14.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1442-13a3-e055-000000000001,Louth,Weeks,31.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1440-13a3-e055-000000000001,Limerick,Weeks,22.3
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-143f-13a3-e055-000000000001,Leitrim,Weeks,15.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-143e-13a3-e055-000000000001,Laois,Weeks,16.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1444-13a3-e055-000000000001,Meath,Weeks,31.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1445-13a3-e055-000000000001,Monaghan,Weeks,9.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1443-13a3-e055-000000000001,Mayo,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1446-13a3-e055-000000000001,Offaly,Weeks,22.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1447-13a3-e055-000000000001,Roscommon,Weeks,11.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-1449-13a3-e055-000000000001,Sligo,Weeks,12.0
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-144a-13a3-e055-000000000001,Tipperary,Weeks,12.8
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-144b-13a3-e055-000000000001,Waterford,Weeks,19.5
ROA37C01,Estimated Time to Car Test Invite at Month End,202211,2022 November,2ae19629-144e-13a3-e055-000000000001,Wicklow,Weeks,15.0
